Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,Report,1W_value,1M_value,3M_value,6M_value,1Y_value,5Y_value,1W_FLG,1M_FLG,3M_FLG,6M_FLG,1Y_FLG,5Y_FLG
530871,Chembond Chemicals Ltd.,CHEMBOND,CHEMBOND CHEMICALS LTD.-$,Active,B ,5.0,INE995D01025,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,C,13.65,31.33,6.57,-2.71,-10.85,0.0,N,N,Y,Y,Y,Y
531241,LINC LIMITED,LINC,Linc Ltd-$,Active,B ,10.0,INE802B01019,Stationary,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary,C,8.37,36.33,13.06,-0.68,83.17,0.0,N,N,Y,Y,N,Y
531892,Khandwala Securities Ltd.,KHANDSE,KHANDWALA SECURITIES LTD.,Active,B ,10.0,INE060B01014,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,C,20.28,40.41,-33.19,8.1,62.72,0.0,N,N,Y,Y,N,Y
532149,Bank of India,BANKINDIA,BANK OF INDIA,Active,A ,10.0,INE084A01016,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,C,0.47,57.89,1.86,-8.98,-30.96,0.0,N,N,Y,Y,Y,Y
532150,Indraprastha Medical Corporation Lt,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.,Active,B ,10.0,INE681B01017,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,C,7.07,45.44,12.38,-6.77,-10.44,0.0,N,N,Y,Y,Y,Y
532209,Jammu and Kashmir Bank Ltd.,J&KBANK,JAMMU & KASHMIR BANK LTD.,Active,A ,1.0,INE168A01041,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,C,-1.96,38.99,6.57,-13.28,18.33,0.0,N,N,Y,Y,Y,Y
532218,South Indian Bank Ltd.,SOUTHBANK,SOUTH INDIAN BANK LTD.,Active,A ,1.0,INE683A01023,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,C,0.7,48.21,24.52,14.88,20.62,0.0,N,N,Y,Y,Y,Y
532256,Nalwa Sons Investment Ltd,NSIL,NALWA SONS INVESTMENTS LTD.,Active,B ,10.0,INE023A01030,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,C,2.75,38.45,31.48,-14.84,16.06,0.0,N,N,Y,Y,Y,Y
532268,ACCELYA SOLUTIONS INDIA LIMITED,ACCELYA,Accelya Solutions India Ltd,Active,B ,10.0,INE793A01012,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,C,6.63,49.99,17.83,9.48,10.94,0.0,N,N,Y,Y,Y,Y
532395,AXISCADES TECHNOLOGIES LIMITED,AXISCADES,Axiscades Technologies Ltd,Active,B ,5.0,INE555B01013,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,C,-3.48,117.54,35.17,6.89,171.79,0.0,N,N,Y,Y,N,Y
532440,MPS Limited,MPSLTD,MPS LTD.,Active,B ,10.0,INE943D01017,E-Learning,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning,C,-3.59,30.51,-12.36,5.2,5.92,0.0,N,N,Y,Y,Y,Y
532477,Union Bank of India,UNIONBANK,UNION BANK OF INDIA,Active,A ,10.0,INE692A01016,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,C,-1.2,50.28,17.92,2.62,24.03,0.0,N,N,Y,Y,Y,Y
532508,Jindal Stainless Limited,JSL,JINDAL STAINLESS LTD.,Active,A ,2.0,INE220G01021,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,C,7.16,31.05,18.21,-34.85,46.29,0.0,N,N,Y,Y,N,Y
532652,Karnataka Bank Ltd.,KTKBANK,KARNATAKA BANK LTD.,Active,A ,10.0,INE614B01018,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,C,2.75,60.8,21.31,31.59,35.12,0.0,N,N,Y,Y,Y,Y
532741,Kamdhenu Limited,KAMDHENU,Kamdhenu Ltd,Active,B ,10.0,INE390H01012,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,C,21.5,58.34,32.98,2.18,59.75,0.0,N,N,Y,Y,N,Y
532814,Indian Bank,INDIANB,INDIAN BANK,Active,A ,10.0,INE562A01011,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,C,0.69,31.47,13.28,14.91,71.93,0.0,N,N,Y,Y,N,Y
532884,Refex Industries Limited,REFEX,Refex Industries Limited,Active,T ,2.0,INE056I01025,Industrial Gases,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases,C,1.08,50.16,36.45,19.08,18.36,0.0,N,N,Y,Y,Y,Y
532896,MAGNUM VENTURES LIMITED,MAGNUM,MAGNUM VENTURES LTD.,Active,B ,10.0,INE387I01016,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,C,-18.77,31.27,50.46,10.92,277.91,0.0,N,N,N,Y,N,Y
533146,D-Link (India) Ltd,DLINKINDIA,D-Link (India) Ltd,Active,B ,2.0,INE250K01012,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,C,1.56,47.18,43.03,24.23,87.37,0.0,N,N,Y,Y,N,Y
533193,KIRLOSKAR ELECTRIC COMPANY LTD.,KECL,Kirloskar Electric Company Ltd,Active,B ,10.0,INE134B01017,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,C,3.76,53.4,59.12,66.47,232.31,0.0,N,N,N,N,N,Y
533317,OMKAR SPECIALITY CHEMICALS LIMITED,OMKARCHEM,OMKAR SPECIALITY CHEMICALS LTD.,Active,Z ,10.0,INE474L01016,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,C,-8.31,35.96,-31.94,-52.62,34.16,0.0,N,N,Y,Y,Y,Y
533676,Indo Thai Securities Limited,INDOTHAI,INDO THAI SECURITIES LTD.,Active,T ,10.0,INE337M01013,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,C,15.87,92.66,-20.09,-58.12,201.47,0.0,N,N,Y,Y,N,Y
536773,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,JPOLYINVST,Jindal Poly Investment and Finance Company Ltd,Active,B ,10.0,INE147P01019,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,C,2.26,47.57,52.56,45.82,1119.82,0.0,N,N,N,Y,N,Y
539725,Gokul Agro Resources Ltd,GOKULAGRO,Gokul Agro Resources Ltd,Active,B ,2.0,INE314T01025,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,C,-5.92,43.43,-10.51,-8.31,268.02,0.0,N,N,Y,Y,N,Y
540530,Housing &Urban Development Corporation Ltd.,HUDCO,Housing & Urban Development Corporation Ltd,Active,A ,10.0,INE031A01017,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution,C,16.09,31.62,0.84,-0.41,-13.96,0.0,N,N,Y,Y,Y,Y
540798,Future Supply Chain Solutions Limited,FSC,Future Supply Chain Solutions Ltd,Active,Z ,10.0,INE935Q01015,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider,C,33.07,41.03,-21.25,-47.1,-69.11,0.0,N,N,Y,Y,Y,Y
540937,MEDICO REMEDIES LIMITED,MEDICO,Medico Remedies Ltd,Active,T ,2.0,INE630Y01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,C,9.46,68.27,64.15,0.0,0.0,0.0,N,N,Y,Y,Y,Y
541276,HARDWYN INDIA LIMITED,HARDWYN,Hardwyn India Ltd,Active,B ,1.0,INE626Z01029,Furniture- Home Furnishing,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing",C,2.98,39.42,39.83,182.1,0.0,0.0,N,N,N,N,Y,Y
541956,IRCON International Ltd,IRCON,IRCON International Ltd,Active,A ,2.0,INE962Y01021,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,C,19.38,35.85,14.13,-1.4,-6.3,0.0,N,N,Y,Y,Y,Y
542649,Rail Vikas Nigam Limited,RVNL,Rail Vikas Nigam Ltd,Active,A ,10.0,INE415G01027,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,C,29.84,68.65,19.87,5.6,34.8,0.0,N,N,Y,Y,Y,Y
543214,NDR Auto Components Limited,NDRAUTO,NDR Auto Components Ltd,Active,B ,10.0,INE07OG01012,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,C,11.44,35.56,15.9,22.75,131.42,0.0,N,N,Y,Y,N,Y
543237,Mazagon Dock Shipbuilders Limited,MAZDOCK,Mazagon Dock Shipbuilders Ltd,Active,A ,10.0,INE249Z01012,Ship Building & Allied Services,Equity,Industrials,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,C,12.33,39.68,142.93,98.51,210.93,0.0,N,N,N,N,N,Y
543265,RailTel Corporation of India Limited,RAILTEL,RailTel Corporation of India Ltd,Active,A ,10.0,INE0DD101019,Other Telecom Services,Equity,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,C,12.41,30.45,17.31,-1.53,-10.29,0.0,N,N,Y,Y,Y,Y
543442,Brand Concepts Limited,BCONCEPTS,Brand Concepts Ltd,Active,B ,10.0,INE977Y01011,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,C,21.5,32.09,52.72,85.42,679.17,0.0,N,N,N,N,N,Y
543524,Rainbow Children's Medicare Limited,RAINBOW,Rainbow Children's Medicare Ltd,Active,A ,10.0,INE961O01016,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,C,5.21,32.49,37.99,0.0,0.0,0.0,N,N,N,Y,Y,Y
543614,Tips Films Limited,TIPSFILMS,Tips Films Ltd,Active,B ,10.0,INE0LQS01015,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",C,4.83,55.39,0.0,0.0,0.0,0.0,N,N,Y,Y,Y,Y
543636,Dc Infotech and Communication Limited,DCI,Dc Infotech and Communication Ltd,Active,T ,10.0,INE0A1101019,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,C,9.94,229.7,25.47,15.83,114.89,0.0,N,N,Y,Y,Y,Y
543670,VINNY OVERSEAS LIMITED,VINNY,Vinny Overseas Ltd,Active,T ,1.0,INE01KI01027,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,C,4.21,56.42,19.91,-17.19,66.57,0.0,N,N,Y,Y,N,Y
543919,M.K.Proteins Limited,MKPL,M. K. Proteins Ltd,Active,T ,1.0,INE964W01021,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,C,20.46,133.47,249.46,223.38,717.61,0.0,N,N,N,N,N,Y
