Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,Report,1W_value,1M_value,3M_value,6M_value,1Y_value,5Y_value,1W_FLG,1M_FLG,3M_FLG,6M_FLG,1Y_FLG,5Y_FLG
500259,Lyka Labs Ltd.,LYKALABS,LYKA LABS LTD.,Active,B ,10.0,INE933A01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,C,-11.29,6.18,30.46,25.81,6.18,40.22,N,N,N,N,N,N
500260,The Ramco Cements Limited,RAMCOCEM,The Ramco Cements Limited,Active,A ,1.0,INE331A01037,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,C,0.86,3.08,10.88,15.34,3.08,5.97,N,N,N,N,N,N
500262,HYBRID FINANCIAL SERVICES LIMITED,HYBRIDFIN,Hybrid Financial Services Ltd,Active,T ,5.0,INE965B01022,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,C,-5.18,15.48,0.49,60.89,15.48,32.11,N,N,N,N,N,N
500265,Maharashtra Seamless Ltd.,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,Active,A ,5.0,INE271B01025,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,C,-8.31,5.89,12.74,-20.81,5.89,0.47,N,N,N,Y,N,N
500266,Maharashtra Scooters Ltd.,MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,Active,A ,10.0,INE288A01013,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company,C,-3.45,-9.18,16.25,35.15,-9.18,34.44,N,Y,N,N,Y,N
500268,Manali Petrochemicals Ltd.,MANALIPETC,MANALI PETROCHEMICAL LTD.,Active,B ,5.0,INE201A01024,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,C,-7.11,-13.06,-27.19,-10.52,-13.06,-18.65,N,Y,Y,Y,Y,Y
500271,Max Financial Services Limited,MFSL,Max Financial Services Ltd,Active,A ,2.0,INE180A01020,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance,C,-3.1,3.25,11.01,24.99,3.25,31.13,N,N,N,N,N,N
500279,Mirc Electronics Ltd,MIRCELECTR,MIRC ELECTRONICS LTD.,Active,T ,1.0,INE831A01028,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,C,-11.69,-0.13,9.58,-6.33,-0.13,8.81,N,N,N,N,N,N
500280,Century Enka Ltd.,CENTENKA,CENTURY ENKA LTD.,Active,B ,10.0,INE485A01015,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,C,-12.48,-3.42,-13.31,13.44,-3.42,5.8,N,N,Y,N,N,N
500282,Modern Thread (India) Ltd.,MODTHREAD,MODERN THREADS (INDIA) LTD.,Active,T ,10.0,INE794W01014,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,C,-4.92,9.57,-3.49,-16.43,9.57,18.34,N,N,N,Y,N,N
500284,Lords Chloro Alkali Ltd,LORDSCHLO,LORDS CHLORO ALKALI LTD.,Active,B ,10.0,INE846D01012,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,C,-8.62,2.53,-0.08,15.53,2.53,21.09,N,N,N,N,N,N
500285,SpiceJet Limited,SPICEJET,SPICEJET LTD.,Active,B ,10.0,INE285B01017,Airline,Equity,Services,Services,Transport Services,Airline,C,,,,,,,N,N,N,N,N,N
500288,Morepen Laboratories Ltd.,MOREPENLAB,MOREPEN LABORATORIES LTD.,Active,A ,2.0,INE083A01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,C,-10.72,-1.2,48.85,83.22,-1.2,78.83,N,N,N,N,N,N
500290,M.R.F. Ltd.,MRF,MRF LTD.,Active,A ,10.0,INE883A01011,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,C,-0.45,-8.27,-13.38,-4.0,-8.27,-4.45,N,Y,Y,Y,Y,Y
500292,HeidelbergCement  India Limited,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,Active,B ,10.0,INE578A01017,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,C,-6.04,5.81,7.08,20.81,5.81,10.84,N,N,N,N,N,N
500294,NCC Limited,NCC,NCC Limited,Active,A ,2.0,INE868B01028,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,C,-11.57,3.14,-3.1,25.22,3.14,-4.95,N,N,N,N,N,N
500295,Vedanta Limited,VEDL,Vedanta Limited,Active,A ,1.0,INE205A01025,Diversified Metals,Equity,Commodities,Metals & Mining,Diversified Metals,Diversified Metals,C,-5.06,-4.48,12.24,17.08,-4.48,2.9,N,N,N,N,N,N
500296,Nahar Spinning Mills Ltd.,NAHARSPING,NAHAR SPINNING MILLS LTD.,Active,B ,5.0,INE290A01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,C,-11.07,-0.12,-16.76,5.67,-0.12,11.96,N,N,Y,N,N,N
500300,Grasim Industries Ltd,GRASIM,GRASIM INDUSTRIES LTD.,Active,A ,2.0,INE047A01021,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,C,-2.33,-2.57,3.98,11.3,-2.57,11.18,N,Y,N,N,Y,N
500302,Piramal Enterprises Limited,PEL,PIRAMAL ENTERPRISES LTD.,Active,A ,2.0,INE140A01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),C,-5.12,6.13,16.42,22.24,6.13,33.76,N,N,N,N,N,N
500304,NIIT Ltd.,NIITLTD,NIIT LTD.,Active,B ,2.0,INE161A01038,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,C,-2.38,19.71,63.87,91.03,19.71,87.13,N,N,N,N,N,N
